,heading,rating,location,img_url,text
649, 13. River Safari Singapore ,"
4.5
 /5
",  Located in :   Northern And Central Singapore  ,https://www.holidify.com/images/cmsuploads/compressed/RSScover_20180519163742.jpg," Singapore River Safari is Asia's first river-themed zoo and aquarium. Spread across the ten unique riverine ecosystems, it houses around 6,000 animals of over 300 species. Timings: River Safari: 10:00 AM - 7:00 PM,Last entry 6:30 PMEntry Fees: Adults: SGD 32,Children (3 - 12 years): SGD 21,Seniors (Singaporean): SGD 15 "
650, 14. East Coast Park ,"
4.7
 /5
",  Located in :   Eastern Singapore  ,https://www.holidify.com/images/cmsuploads/compressed/6afa1e6524d409aa9ca05636119ea625_20180509182456.jpg," East Coast Park is a 15km long stretch of seafront park, nestled along the southeastern coast of Singapore. Spread across 185 hectares of reclaimed land, it is a much-loved spot among the locals who flock here to windsurf, swim, kayak, picnic, swim, barbecue, bicycle, skateboard and eat. "
651, 15. Universal Studios Singapore ,"
5.0
 /5
",  Located in :   Sentosa Island  ,https://www.holidify.com/images/cmsuploads/compressed/Universal_Studios_Singapore_Resorts_World_Sentosa_-_20110728_20190127112032_20190314125629.jpg," Universal Studios Singapore is a theme park located in Resorts World Sentosa. With 28 thrilling rides, exciting attractions, spectacular shows, and divided into seven fun zones, it is a must-visit place in Singapore.Timings: 10:00 AM - 6:00 PMEntry Fees: Adult (Age 13-59): SGD81Child (Age 4-12): SGD61Senior (Age 60 and above): SGD43 "
652, 16. Singapore Night Safari ,"
4.3
 /5
",  Located in :   Northern And Central Singapore  ,https://www.holidify.com/images/cmsuploads/compressed/attr_2508_20190803164824.jpg," World's first nocturnal zoo, Singapore Night Safari houses more than 130 species of animals. It uses the open-concept enclosures or trams to take the visitors on a 45-minute commented tour of its nocturnal animals and habitats.Timings: 7:15 PM - 12:00 AM,Last ticket sale at 11:15 PMEntry Fees: Adults: SGD 47,Children: SGD 31,Seniors: SGD 20 "
653, 17. Singapore Flyer ,"
4.6
 /5
",  Located in :   Marina Bay  ,https://www.holidify.com/images/cmsuploads/compressed/26803650046_cc30307063_b_20180716185320.jpg," Singapore Flyer is Asia's largest giant observation wheel. An iconic thing to see in Singapore, the stunning view from the flyer is best experienced at dusk - view the iconic attractions like Singapore River, Raffles Place, Merlion Park lit up spectacularly at night. Timings : Ticket Booth: 8:00 AM - 10:00 PM, Wheel: 8:30 AM - 10:30 PM, Last entry at 10:00 PM Entry Fee: Adult: SGD: 33, Child (under 13yr): SGD 21 Nearest MRT:  Promenade "
654, 18. Merlion Park ,"
4.5
 /5
",  Located in :   Marina Bay  ,https://www.holidify.com/images/cmsuploads/compressed/37866805532_4d430c4545_h_20190813225231_20190813225304.jpg," The picturesque Merlion Park is an iconic Singapore sight, housing two Merlion statues. Merlion is a mythical creature with the head of a lion and the body of a fish and is considered an icon of the Lion City.Timings: 24 hoursEntry Fees: Free "
655, 19. Arab Street Singapore ,"
2.5
 /5
",  Located in :   Kampong Glam  ,https://www.holidify.com/images/cmsuploads/compressed/16109300955_5543b5babb_k_20180529164243.jpg," Arab Street is a neighbourhood in the Malay-Muslim Quarter of Singapore. It is known for its eclectic mix of exotic stores selling crafts, accessories, textiles, and home furnishing from the Middle East. The famous Sultan Mosque is also located here. "
656, 20. Singapore Cable Car ,"
4.1
 /5
",  Located in :   Sentosa Island  ,https://www.holidify.com/images/cmsuploads/compressed/attr_121415_20191021173612.jpg," The Singapore Cable Car is a gondola lift that facilitates an aerial link from Mount Faber to Sentosa’s resort island. It affords a bird’s eye view of the main attractions of Singapore like Mount Faber, Harbourfront, Merlion, Sentosa Island and the Universal Studios Singapore.  "
657, 21. Madame Tussauds Singapore ,"
2.6
 /5
",  Located in :   Sentosa Island  ,https://www.holidify.com/images/cmsuploads/compressed/Madame_Tussauds_Singapore_facade_12.29.15_20180530210645.JPG," Madame Tussauds Singapore is the branch of the popular Madame Tussauds wax museum based out of London. Ite has life-like wax statues of notable personalities and global icons in the fields of art, music, movies, sports, and politics.Timings: 10:00 AM - 6:00 PM "
658, 22. Mount Faber Park ,"
4.4
 /5
",  Located in :   West And Southwest Singapore  ,"https://www.holidify.com/images/cmsuploads/compressed/1200px-Faber_Point_4,_Nov_06_20180525174025.JPG"," One of the most popular sightseeing destinations in Singapore, Mount Faber Park is a hill rising up to a height o 94 meters and located within the Bukit Merah town. Overlooking the region of Telok Blangah, its peak can be accessed via the Mount Faber Road or the Morse Road but there are numerous trails leading right up to the top that has the adventurous tourists walk up the hill.  "
659, 23. Orchard Road ,"
4.6
 /5
",singapore,https://www.holidify.com/images/cmsuploads/compressed/attr_2511_20200123154613.jpg," One of the main shopping street of Singapore, Orchard Road is 2.2 kilometre long upscale shopping destination. Famous for luxury retail shopping experience, it is home to internationally renowned stores, coffeehouses and restaurants. "
660, 24. National Orchid Garden ,"
4.7
 /5
",singapore,https://www.holidify.com/images/cmsuploads/compressed/NOGcover_20180507152754.JPG," The National Orchid Garden of Singapore is home to the largest display of tropical orchids in the world/. It currently houses over 60,000 orchid plants, out of which 1000 are pure species and 2000 are hybrids.Timings: 8:30 AM - 7:00 PM,Last entry: 6:00 PMEntry Fees: Adults: SGD 5,Students: SGD 1,Seniors (60 and above): SGD 1,Children below 12 years: No entry fee "
661, 25. Singapore Zoo ,"
4.5
 /5
",  Located in :   Northern And Central Singapore  ,https://www.holidify.com/images/cmsuploads/compressed/800px-Handsome_Orang_Utang_Family_in_Singapore_Zoo-1_11944458564_20190911153240.jpg," Regarded as one of the best zoos in the world, the Singapore Zoo is famed for housing the largest captive colony of Orangutans in the world. Another major highlight is the Rainforest Kidzworld, a technicolour play area for the little ones.Timings: 8:30 AM - 6:00 PM,Last Entry: 5:30 PMEntry Fees: Adult: SGD 33,Child (3 - 12 years): SGD 22 "
662, 26. Little India ,"
2.5
 /5
",singapore,https://www.holidify.com/images/foreign/compressed/attr_2515.jpg," Little India is an ethnic neighbourhood of Singapore - a major hub of the Singaporean Indian community. Commonly known as ""Tekka"", the historic centre is known for the vibrant culture, buzzing nightlife, binge-worthy street food and world-class shopping. "
663," 27. Chinatown, Singapore ","
4.2
 /5
",singapore,https://www.holidify.com/images/cmsuploads/compressed/attr_2516_20190911182232.jpg," One of the most popular neighbourhoods of Singapore, Chinatown is all about hustle bustle and authentic Chinese food and culture. "
664, 28. Jurong Bird Park ,"
4.7
 /5
",  Located in :   West And Southwest Singapore  ,https://www.holidify.com/images/cmsuploads/compressed/JurongBirdPark_20170714174402.jpg," Jurong Bird Park is Asia's largest bird park housing over 5000 birds from around 400 varied species. Spread across 20.2 hectares, the major highlight is the Waterfall Aviary - the world's largest walk-in aviary.Timings: 8:30 AM - 6:00 PMEntry Fees: Adult: SGD 29,Child (3 - 12 years): SGD 19,Senior Citizen: SGD 13 "
665, 29. Clarke Quay ,"
4.6
 /5
",  Located in :   The Quays  ,https://www.holidify.com/images/cmsuploads/compressed/Another_view_of_Clarke_Quay_(8569811690)_20190127113119.jpg," The Clarke Quay is a popular riverside quay in Singapore flanked by stylish restaurants, and high-end boutiques. Also lined up along the river are buzzing nightclubs, river cruise bumboats and floating cafes that make the place Singapore's major wining and dining area. "
666, 30. Siloso Beach ,"
4.4
 /5
",  Located in :   Sentosa Island  ,https://www.holidify.com/images/cmsuploads/compressed/35950677093_5c6fd480c4_k_20180702153117.jpg," The Siloso Beach is renowned for being the hippiest of the three beaches of Sentosa Island. Home to some of the best bars and restaurants in the area, it is ideal for people who love the sun and the sand. Siloso Beach is well known for its outdoor activities as well, especially beach volleyball. "
667, 31. Waterfront Promenade Singapore ,"
2.5
 /5
",singapore,https://www.holidify.com/images/cmsuploads/compressed/05_MB_water_promenade_04_20180609201912.jpg," The Waterfront Promenade is a long walking stretch of more than 2 miles connecting the Bayfront, Marina Centre and Collyer Quar in Singapore. The well-kept waterfront is lined with boutique shops and fancy restaurants. The main attraction, however, is the Merlion statue (the national icon of Singapore). "
668, 32. National Gallery Singapore ,"
4.8
 /5
",singapore,https://www.holidify.com/images/cmsuploads/compressed/32211628285_215189cafb_k_20180516001413.jpg," The National Gallery Singapore is an art museum showcasing the world's largest collection of colonial and post-colonial Asian and Southeast Asian art. Housed in the iconic former Supreme Court Buildings and the City Hall, it is the largest museum and venue for the visual arts in Singapore.Timings: Saturday - Thursday: 10:00 AM - 7:00 PM,Friday: 10:00 AM - 9:00 PM,Last entry 30 minutes before closing "
669, 33. Raffles Hotel Singapore ,"
4.4
 /5
",  Located in :   Colonial District  ,https://www.holidify.com/images/cmsuploads/compressed/attr_2512_20190906125331.jpg," One of the most famous and iconic hotels in Singapore, the Raffles Hotel is on the top of almost every visitor’s to-visit list in Singapore. Located in the Colonial District of Singapore, it is claimed to be one of the world's last majestic 19th century hotels.   "
670, 34. Asian Civilisations Museum ,"
4.7
 /5
",  Located in :   Colonial District  ,https://www.holidify.com/images/cmsuploads/compressed/40723734372_59dfcd5094_b_20191021162537.jpg," Ranked as one of the top museums in Asia, the Asian Civilisations Museum displays artefacts and relics depicting the cultures and civilisations of Asia. There are over 2000 artefacts spread across seven galleries on three levels.Timings: Saturday - Thursday: 10:00 AM - 7:00 PM,Friday: 10:00 AM - 9:00 PM,Last entry 15 minutes before closing "
671, 35. Sri Mariamman Temple ,"
4.4
 /5
",singapore,https://www.holidify.com/images/cmsuploads/compressed/7049605733_eb6302d7f2_o_20191001135833.jpg," The oldest temple in Singapore, Sri Mariamman Temple is located in Chinatown. The exquisite temple is dedicated to Goddess Mariamman, a Hindu deity known for curing illness, disease and epidemics. The ornate and elaborate detailing of the gopuram (tower) above the entrance is a sight to behold.Timings: 5:00 AM - 11:30 AM, 5:00 PM - 8:45 PM "
